#S_870_lo S_870_hi N
0.6 	1.0 	12
1.0 	2.0 	101
2.0 	3.0 	146
3.0 	4.0 	150
4.0 	5.0 	115
5.0 	6.0 	89
6.0 	7.0 	45
7.0 	8.0 	22
8.0 	9.0 	9
9.0 	10.0 	9
10.0 	11.0 	5
11.0 	12.0 	3
12.0 	13.0 	0
13.0 	14.0 	1
