#Number counts from Shark (Lagos et al. 2018), from SED and dust modelling presented in Lagos et al. (2019)
#Columns:
#1) log10(S/mJy)
#2) N(>S) all galaxies
#3) N(>S) contribution from disks
#4) N(>S) conribution from bulges
#JCMT 450microns
-0.25 11369.1366725 1128.92323273 9001.54778782
0.0 4883.27071513 269.165528269 4183.29204106
0.25 1763.47169684 65.5488504105 1578.03666844
0.5 508.730263458 15.4232589201 464.002812589
0.75 127.063925411 4.41935688288 116.178663827
1.0 30.6388970471 1.36436521216 27.9694868494
1.25 6.88114628744 0.415241586311 5.87270243497
1.5 2.28382872471 0.0889803399238 2.07620793156
1.75 0.682182606082 0.0593202266159 0.533882039543
2.0 0.0593202266159 0.0296601133079 0.0296601133079
2.25 0.0 0.0 0.0
2.5 0.0 0.0 0.0
2.75 0.0 0.0 0.0
#ALMA band-6
-2.0 160923.910764 123307.116139 65619.5304605
-1.75 124300.374014 84501.2179126 55041.8739116
-1.5 89449.5629163 49520.5251789 44562.718599
-1.25 59289.5580587 23647.0888769 34203.4494644
-1.0 36027.9023542 8862.26389573 24225.0458448
-0.75 19986.2597318 2572.98516935 15234.9765208
-0.5 9789.05345626 613.519443775 8152.97194608
-0.25 4071.29545321 129.525714816 3598.03868527
0.0 1392.00843777 24.6178940456 1273.36798454
0.25 374.963152439 4.03377540988 350.107977487
0.5 82.158513863 0.800823059314 77.5018760736
0.75 18.7748517239 0.326261246387 17.0842252654
1.0 3.55921359695 0.0889803399238 3.23295235056
1.25 1.30504498555 0.0 1.15674441901
1.5 0.237280906463 0.0 0.207620793156
1.75 0.0296601133079 0.0 0.0296601133079
2.0 0.0 0.0 0.0
2.25 0.0 0.0 0.0
2.5 0.0 0.0 0.0
2.75 0.0 0.0 0.0
#ALMA band-5
-2.0 110471.079243 71067.3814325 51665.0700115
-1.75 77917.8591628 39171.370143 41533.027005
-1.5 50675.9348928 17179.1969482 31514.6118925
-1.25 30550.1836482 5809.79333464 21975.474551
-1.0 16884.5533826 1530.72878771 13517.2703788
-0.75 8150.59913702 320.299563612 7019.243775
-0.5 3283.46352353 59.142265936 2959.72338677
-0.25 1061.23885416 9.37259580531 980.47436562
0.0 269.640090082 1.03810396578 253.38634799
0.25 53.9220859938 0.118640453232 51.5196168159
0.5 11.2115228304 0.0889803399238 10.4403598844
0.75 2.31348883802 0.0296601133079 2.16518827148
1.0 0.741502832698 0.0 0.682182606082
1.25 0.177960679848 0.0 0.177960679848
1.5 0.0 0.0 0.0
1.75 0.0 0.0 0.0
2.0 0.0 0.0 0.0
2.25 0.0 0.0 0.0
2.5 0.0 0.0 0.0
2.75 0.0 0.0 0.0
#ALMA band-4
-2.0 60298.9806949 24715.9207201 35676.4596717
-1.75 38319.5613489 9565.44586203 26229.5949426
-1.5 22563.3676569 2827.43928142 17436.6170716
-1.25 11980.5799084 647.598913965 10067.7992011
-1.0 5425.60588697 118.432832439 4829.43760948
-0.75 2001.13818477 20.4061579559 1837.32537897
-0.5 580.804338796 2.37280906463 542.246191496
-0.25 126.411402918 0.177960679848 119.856517877
0.0 24.5289137057 0.0 23.1348883802
0.25 4.59731756273 0.0 4.33037654296
0.5 1.06776407909 0.0 1.03810396578
0.75 0.355921359695 0.0 0.266941019771
1.0 0.0296601133079 0.0 0.0296601133079
1.25 0.0 0.0 0.0
1.5 0.0 0.0 0.0
1.75 0.0 0.0 0.0
2.0 0.0 0.0 0.0
2.25 0.0 0.0 0.0
2.5 0.0 0.0 0.0
2.75 0.0 0.0 0.0
